X_intercept,Z_intercept,Y_mean,Y_negp,Y_mean_lo,Y_mean_hi,Y_mean_fe,Y_negp_fe,Y_mean_lo_fe,Y_mean_hi_fe
1.0,1.0,0.6297836545518771,0.0,0.4735360741005245,0.7686172104440248,0.6319321154203081,0.0,0.5101722676129467,0.747634805005552
