x_cov,beta_soln,beta_var,beta_gprior_mean,beta_gprior_var,beta_uprior_lb,beta_uprior_ub,z_cov,gamma_soln,gamma_gprior_mean,gamma_gprior_var,gamma_uprior_lb,gamma_uprior_ub
intercept,0.12330549315393753,0.177350710038282,0.0,inf,-inf,inf,intercept,0.9352033628732117,0.0,inf,0.0,inf
