X_intercept,Z_intercept,Y_mean,Y_negp,Y_mean_lo,Y_mean_hi,Y_mean_fe,Y_negp_fe,Y_mean_lo_fe,Y_mean_hi_fe
1.0,1.0,0.11603755835455028,0.453,-2.023200948380923,2.227097631662083,0.1243192542028373,0.37,-0.74720283194728,0.903289474188261
