X_intercept,Z_intercept,Y_mean,Y_negp,Y_mean_lo,Y_mean_hi,Y_mean_fe,Y_negp_fe,Y_mean_lo_fe,Y_mean_hi_fe
1.0,1.0,-0.26757007081660683,0.623,-1.8274810930278305,1.2472558237971372,-0.27023092477750205,0.709,-1.2644500009270154,0.6601651758580646
