X_intercept,Z_intercept,Y_mean,Y_negp,Y_mean_lo,Y_mean_hi,Y_mean_fe,Y_negp_fe,Y_mean_lo_fe,Y_mean_hi_fe
1.0,1.0,1.419654787423931,0.053,-0.19720844287789185,3.143033036018898,1.386678964323265,0.001,0.4414296556444067,2.403095209938038
